"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Wed Dec 25 210747 0000 2013"|"VishalDadlani AamAadmiParty TheHindu 2G rail and what not He still has the courage to talk about corruption Gracious"|"PrernaSoni92"
"Wed Dec 25 210720 0000 2013"|"tweetfromRaghu AamAadmiParty may be u have learned it but its so nicely concealed tat we neither felt it nor seen it"|"saurabhleo"
"Wed Dec 25 210708 0000 2013"|"ArvindKejriwal It would have been nice if you had tweeted about the birthday of Shri Atal ji AamAadmiParty"|"guptarohit93"
"Wed Dec 25 210603 0000 2013"|"waglenikhil Well we know your credibility If you hinting at thenewshour It is for very own reasons its watched by ALL AamAadmiParty"|"satyendrapan"
"Wed Dec 25 210517 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"SabGolmaalHai"
"Wed Dec 25 210421 0000 2013"|"ArvindKejriwal AamAadmiParty waiting for things become reality"|"IQBALMUHAMMD"
"Wed Dec 25 210354 0000 2013"|"drharshvardhan AamAadmiParty What hypocrisy httptcoqGsDThRQ63"|"deepalijaitly"
"Wed Dec 25 210352 0000 2013"|"RT sanskritiagraw1 Idea k network ki tarah hi H AAMAADMIPARTY ka networkjis v sheher me hain AAP se jude JoinAAP"|"prerna2107"
"Wed Dec 25 210251 0000 2013"|"ArvindKejriwal AamAadmiParty Nation is watching AAP AAPCon"|"saurabhleo"
"Wed Dec 25 210248 0000 2013"|"RT VishalDadlani Cong is the mothership Change that first TheHindu The biggest issue is corruption it is bleeding people unaccepta"|"AamAadmiParty"
"Wed Dec 25 210159 0000 2013"|"RT tweetfromRaghu One thing Ive learnt and tried to show in roadies is that one must adapt to changing circumstances And then http"|"AamAadmiParty"
"Wed Dec 25 210102 0000 2013"|"RT ArvindKejriwal it is not my victory it is their victory I am not forming govt it is the people of delhi who r forming govt It "|"AamAadmiParty"
"Wed Dec 25 210046 0000 2013"|"RT waglenikhil I am shocked by d negativity in media on APP govtEvery  small thing is made into big issueWhy destroy a good experiment "|"AamAadmiParty"
"Wed Dec 25 210030 0000 2013"|"RT aapkipreeti VishalDadlani 3yrs ago a discussion at Bhatias got me into this movement Nw Aam Aadmi wl be CM of the capital What a jo"|"AamAadmiParty"
"Wed Dec 25 205928 0000 2013"|"RT inmohit Donate for your childs future Donate to AamAadmiParty and JoinAAP RT httptcoqFoqkiYpGS"|"PraCashRochi"
"Wed Dec 25 205716 0000 2013"|"AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join online at httptco89lo8OySTJRT"|"payalmehta100"
"Wed Dec 25 205624 0000 2013"|"RT AjaysSocial AamAadmiParty  Trust me I m extmly hppy wt AAP result I m proud 2 my decision 2 go 2 Delhi from USA and campaign to "|"IsupportAAP"
"Wed Dec 25 205231 0000 2013"|"News media for India needs to be more responsible Y taint AamAadmiParty without giving a chance and sing for the corrupt ones"|"BivashKB"
"Wed Dec 25 205230 0000 2013"|"Arvind Kejriwal interview  The Times of India httptco6GyNWjLMKg  AamAadmiParty AAP"|"dpsisi"
"Wed Dec 25 205230 0000 2013"|"Arvind Kejriwal interview  The Times of India httptco6GyNWjLMKg  AamAadmiParty AAP"|"dpsisi"
"Wed Dec 25 205050 0000 2013"|"AamAadmiParty 30 Karnataka MLAs will take off on Amazon safari with  public money where poors dont hve food 2 eat httptcoq1JKeTJewJ"|"Raky35"
"Wed Dec 25 204712 0000 2013"|"aamaadmiparty i am already joined aapbt that tym u hav nt asked voter id number"|"NAYAKK"
"Wed Dec 25 204551 0000 2013"|"AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptcoo2WvpGu4wmsdj01"|"shrikant80"
"Wed Dec 25 204445 0000 2013"|"arunjaitley hmmmm I have heard this beforeohhAk just did that in Delhi and nationally AamAadmiParty"|"duhanvikram"
"Wed Dec 25 204358 0000 2013"|"RT krissh9207 AamAadmiParty membership drive in Vaishali ghaziabad  Amazing response of ppl JoinAAP JoinAAP Vote4Aap  httptco"|"subrotokar"
"Wed Dec 25 204320 0000 2013"|"RT sanskritiagraw1 Idea k network ki tarah hi H AAMAADMIPARTY ka networkjis v sheher me hain AAP se jude JoinAAP"|"subrotokar"
"Wed Dec 25 204150 0000 2013"|"RT muntaziraapka AamAadmiParty All honest peoples should come together in this fight against corruption  JoinAAP"|"FxTarun"
"Wed Dec 25 204056 0000 2013"|"muntaziraapka AamAadmiParty All honest peoples should come together in this fight against corruption  JoinAAP"|"ptnkant"
"Wed Dec 25 204039 0000 2013"|"AamAadmiParty All honest peoples should come together in this fight against corruption  JoinAAP"|"muntaziraapka"
"Wed Dec 25 203906 0000 2013"|"RT drrakeshparikh Ashok Jain Convener of AAPRajasthan is the person to register first electoral victory of AamAadmiParty"|"NarendraModii"
"Wed Dec 25 203836 0000 2013"|"People joining AamAadmiParty in pune  Great responce to party ArvindKejriwal feeling proud to be member httptcovWMDKmEEIm"|"yatish1818"
"Wed Dec 25 203757 0000 2013"|"RT Vote4Aap RT psnitin Want to JoinAAP  Get details of contact person of your respective state here httptco1FHJmr3uRD"|"JoinAAP"
"Wed Dec 25 203717 0000 2013"|"RTAamAadmiParty All honest peoples should come together in this fight against corruption  JoinAAP"|"dineshattresh"
"Wed Dec 25 203701 0000 2013"|"How a democratic govt can make prfit from water In futre will dey ask tax for clean airWater and air is our fundmental rightAamAadmiParty"|"abhisheksn"
"Wed Dec 25 203300 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"YASHatBEST"
"Wed Dec 25 203047 0000 2013"|"2day gandhji must Hv smiled 1st time aftr indpndce ceing aam admi partcptng and runng govt  his dream wll cum true very soon AamAadmiParty"|"abhisheksn"
"Wed Dec 25 202841 0000 2013"|"toinehaL if it becomes reality thats greatdont want to see sheila or BJPs pappu harshu againJiaSharmaRockz AamAadmiParty BJPCongChor"|"sarkrahul"
"Wed Dec 25 202647 0000 2013"|"AamAadmiParty AapYogendra Sry not again"|"anshsco"
"Wed Dec 25 202602 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"vvishal9sunny"
"Wed Dec 25 202536 0000 2013"|"TheBlazingIndia bharatbuilder LambaAlka AamAadmiParty i think join her as normal member dont give her any position for 56 years"|"nonu36087255"
"Wed Dec 25 202533 0000 2013"|"LambaAlka Biggest troll Mauka Prast AAP will never accept Bongress people like you We hate power hungry people like you AamAadmiParty"|"TheBlazingIndia"
"Wed Dec 25 202518 0000 2013"|"RT chaitanya21 AamAadmiParty  is like sachinrt opponents wants failure country wants success DrKumarVishwas ssttuuttii"|"hellogc2000"
"Wed Dec 25 202417 0000 2013"|"RT AjaysSocial AamAadmiParty  Trust me I m extmly hppy wt AAP result I m proud 2 my decision 2 go 2 Delhi from USA and campaign to "|"hellogc2000"
"Wed Dec 25 202416 0000 2013"|"Worst Troll of Bongress is LambaAlka I hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate  Her AamAadmiParty"|"TheBlazingIndia"
"Wed Dec 25 202337 0000 2013"|"AamAadmiParty AapYogendra Why AK makes more sense than NaMo httptcoRQbtHjIlzd"|"rouriya"
"Wed Dec 25 202321 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"shubhamsingal93"
"Wed Dec 25 202224 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"saiprasadRTI"
"Wed Dec 25 202140 0000 2013"|"I agree your thuoght ChunautiSharma AamAadmiParty AAPtivists"|"9409428447"
"Wed Dec 25 202020 0000 2013"|"shailigala AamAadmiParty  if it is possible"|"dadduanoop"
"Wed Dec 25 201956 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"radzinkling"
"Wed Dec 25 201812 0000 2013"|"sanskritiagraw1  nice thought agrawal ji    AamAadmiParty"|"9409428447"
"Wed Dec 25 201644 0000 2013"|"Dont accept LambaAlka in AamAadmiParty  AapYogendra DrKumarVishwas ArvindKejriwal SanjayAzadSln msisodia attorneybharti shaziailmi"|"TheBlazingIndia"
"Wed Dec 25 201556 0000 2013"|"Opinion Poll Lok Sabha 2014 Seat Projection 4 AamAadmiParty AAP ArvindKejriwal narendramodi  Click to vote httpstcopWhHxpXQLk "|"atulpisces81"
"Wed Dec 25 201414 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"indermohan"
"Wed Dec 25 201345 0000 2013"|"AamAadmiParty Im In "|"sadiqzaf"
"Wed Dec 25 201341 0000 2013"|"LambaAlka canWork in AAP as a worker after We scrutinize all Background of corruption on her Doubt Bongress So No Welcome AamAadmiParty"|"TheBlazingIndia"
"Wed Dec 25 201335 0000 2013"|"imsudhanshu aamaadmiparty arvindkejriwal drkumarvishwas ok bro but first give themfew months dont give blind support without anywrk"|"bhaumik1812"
"Wed Dec 25 201322 0000 2013"|"AamAadmiParty AapYogendra Could there be any role for people residing abroad"|"AnikDatta8"
"Wed Dec 25 201320 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"sadiqzaf"
"Wed Dec 25 201220 0000 2013"|"SanjayBragta crime might go up coz bjp cong goons are jobless  AamAadmiParty  ArvindKejriwal"|"Iamdelhiboy"
"Wed Dec 25 201116 0000 2013"|"I hate people like LambaAlka Who want to jump after their ship sinked Dont welcome in AamAadmiParty  ArvindKejriwal  DrKumarVishwas"|"TheBlazingIndia"
"Wed Dec 25 200918 0000 2013"|"AamAadmiParty already registered I am in Nagpur whats next"|"prashen"
"Wed Dec 25 200840 0000 2013"|"Ab Dilli mein chalegi latest bandookthe youngest cm of delhi at45 AK45D AamAadmiParty ArvindKejriwal sardesairajdeep"|"gautamsood"
"Wed Dec 25 200726 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"prashen"
"Wed Dec 25 200702 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"AvinSij"
"Wed Dec 25 200514 0000 2013"|"Live Opinion Poll   Lok Sabha 2014 Seat Projection for AamAadmiParty ArvindKejriwal AAP  Click to vote httpstcopWhHxpXQLk"|"atulpisces81"
"Wed Dec 25 200350 0000 2013"|"sanskritiagraw1 AamAadmiParty great"|"HiteshUpadhya"
"Wed Dec 25 200201 0000 2013"|"At least this is what I understand from AamAadmiPartys manifesto and the statements its leaders have been making"|"SumitBajoria"
"Wed Dec 25 200039 0000 2013"|"sameergupta84 AamAadmiParty  If  you tweet  in English everybody in our country can understand amp AAP reaches PAN INDIA"|"VinyaasmiscMisc"
"Wed Dec 25 195829 0000 2013"|"RT bipuldelhi AamAadmiParty Donation Online 25DEC 522829 It gives immense pleasure to note that 202929 people joined AAP online in last"|"Ishannarang"
"Wed Dec 25 195822 0000 2013"|"RT Donkeyji PG College Rishikesh students joining AamAadmiParty VIA AamAdmiZindabad httptcoPtuYK9TMm3"|"HaaReporter"
"Wed Dec 25 195810 0000 2013"|"RT virendralodhi AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at htt"|"qrazymonk"
"Wed Dec 25 195730 0000 2013"|"AAPtivists AamAadmiParty how many tweets scoled u just watch Chor sale Nautanki karte ho"|"SuvashaPanda"
"Wed Dec 25 195517 0000 2013"|"RT rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia nee"|"deepakteja1988"
"Wed Dec 25 195457 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"manindar100yaho"
"Wed Dec 25 195454 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"avinash16"
"Wed Dec 25 195437 0000 2013"|"AamAadmiParty ChaudharyRamesh  bring some volunteers from Afghanistan as AAP is party of jehadis or ask maulana tauqueer to arrange"|"vaib233"
"Wed Dec 25 195427 0000 2013"|"krissh9207 AamAadmiParty JoinAAP Vote4Aap Sab chor he Part of congress"|"SuvashaPanda"
"Wed Dec 25 195426 0000 2013"|"aam aadmi Aam Aadmi Party did what Rahul Gandhi wanted to do Digvijay Singh  Zee New httptcotuhszORSn5 httptcotNNTdIrYjw"|"Arun17A"
"Wed Dec 25 195253 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"Godara11Jai"
"Wed Dec 25 195147 0000 2013"|"RT rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia nee"|"avinash16"
"Wed Dec 25 194837 0000 2013"|"MeTalkTruth asraghunath AamAadmiParty ArvindKejriwal may be i think u feel it does not differ much to ur choice of speech as well"|"arsurya"
"Wed Dec 25 194822 0000 2013"|"Going to join AamAadmiParty mainBhiImandar"|"Adityadoc"
"Wed Dec 25 194811 0000 2013"|"AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptcoAaEFDEQc9Z"|"virendralodhi"
"Wed Dec 25 194807 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"AvinSij"
"Wed Dec 25 194741 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"sumitsoni"
"Wed Dec 25 194658 0000 2013"|"RT MeTalkTruth Complete Politics of AamAadmiParty amp ArvindKejriwal and mindset of AAP supporters explained in one picture httptco"|"rahulsheth86"
"Wed Dec 25 194417 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"BikiPatel"
"Wed Dec 25 194348 0000 2013"|"ScifiBuddha 3 Parties now sharing d space 4 clean politicsAAPLSP amp NBP A welcome change AamAadmiParty LoksattaParty navbharatorg"|"Sandeep2009"
"Wed Dec 25 194303 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"ChaudharyRamesh"
"Wed Dec 25 194303 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"deepalijaitly"
"Wed Dec 25 194239 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"Ishannarang"
"Wed Dec 25 194227 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"greatestmj"
"Wed Dec 25 194047 0000 2013"|"pashyantii aamaadmiparty how u say that dy r bhving like that "|"narayantiwari10"
"Wed Dec 25 194046 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"BikiPatel"
"Wed Dec 25 194005 0000 2013"|"AamAadmiParty AapYogendra please dont waste our donations just work efficiently in Delhi itni lobh achcha nahi"|"nileshlp"
"Wed Dec 25 193935 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"BikiPatel"
"Wed Dec 25 193907 0000 2013"|"RT sanskritiagraw1 Janta raj in delhipure desh m janta k raj k ly aamaadmiparty se jude JoinAAP"|"vikashkumarran1"
"Wed Dec 25 193856 0000 2013"|"Indian politicalleaders got rid of British statues amp sculptor fast for show but retained bungalows amp buildings for own use AamAadmiParty"|"Eagleeye47"
"Wed Dec 25 193833 0000 2013"|"RT sagarikaghose Advice for AamAadmiParty and ArvindKejriwal if u truly believe in aam admiempower him with range of choices Not sops"|"surindero"
"Wed Dec 25 193816 0000 2013"|"Idea k network ki tarah hi H AAMAADMIPARTY ka networkjis v sheher me hain AAP se jude JoinAAP"|"vikashkumarran1"
"Wed Dec 25 193815 0000 2013"|"RT sagarikaghose Advice for AamAadmiParty and ArvindKejriwal aam admi must choose how he wants to get rich educated healthy Give ch"|"surindero"
"Wed Dec 25 193729 0000 2013"|"Finally AAP Govt on Saturday People of Delhi will get new energetic CM ArvindKejriwal from AamAadmiParty"|"DelhiSays"
"Wed Dec 25 193707 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"mhdsarfaraz"
"Wed Dec 25 193658 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"vishchem"
"Wed Dec 25 193651 0000 2013"|"AamAadmiParty AapYogendra shudnt ppl wait to see wht happens to delhi before deciding"|"fakenewsreader"
"Wed Dec 25 193636 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"vishchem"
"Wed Dec 25 193630 0000 2013"|"aamaadmiparty aapyogendra  why your not picking that HCS scam in haryana"|"yadavjification"
"Wed Dec 25 193620 0000 2013"|"RT sanskritiagraw1 Idea k network ki tarah hi H AAMAADMIPARTY ka networkjis v sheher me hain AAP se jude JoinAAP"|"Vote4Aap"
"Wed Dec 25 193558 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"rahuman94"
"Wed Dec 25 193553 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"journalistreyaz"
"Wed Dec 25 193548 0000 2013"|"AamAadmiParty AapYogendra there are still many jobless people in the country No worries they will join"|"Abhinavkumar70"
"Wed Dec 25 193533 0000 2013"|"Folks please do check out this ideacellular  Democracy TV Commercial What an Idea SirJi  httptcoh1wWZK32qO  AAP AamAadmiParty"|"adityapranav"
"Wed Dec 25 193503 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"tapandalai"
"Wed Dec 25 193446 0000 2013"|"RT prashen God please protect ArvindKejriwal and AamAadmiParty from any internal and external negativity Keep them safe Theyre our "|"Superstockist"
"Wed Dec 25 193446 0000 2013"|"RT sanskritiagraw1 Idea k network ki tarah hi H AAMAADMIPARTY ka networkjis v sheher me hain AAP se jude JoinAAP"|"nehalove"
"Wed Dec 25 193432 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"adhikesava"
"Wed Dec 25 193410 0000 2013"|"RT MeTalkTruth Complete Politics of AamAadmiParty amp ArvindKejriwal and mindset of AAP supporters explained in one picture httptco"|"KaintAjeet"
"Wed Dec 25 193352 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"Vote4Aap"
"Wed Dec 25 193352 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"Vote4Aap"
"Wed Dec 25 193346 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"IndrasenYadav10"
"Wed Dec 25 193341 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"abrahamrohan"
"Wed Dec 25 193320 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"sunshyngurl"
"Wed Dec 25 193228 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"KuldeepMudgil"
"Wed Dec 25 193206 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"param2117"
"Wed Dec 25 193200 0000 2013"|"AamAadmiParty but according to U all are dishonest so who is going to join AAP Only criminals amp illiterates"|"karansanju"
"Wed Dec 25 193149 0000 2013"|"AamAadmiParty  did same as Rahul wanted to do Now dilema came that he should use AGILE or any rocket science methodology roflAAP"|"swaritagarwal"
"Wed Dec 25 193146 0000 2013"|"God please protect ArvindKejriwal and AamAadmiParty from any internal and external negativity Keep them safe Theyre our last hope"|"prashen"
"Wed Dec 25 193135 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"Ishannarang"
"Wed Dec 25 193127 0000 2013"|"LambaAlka  I   is a taboo word in AAP  dont u think if ur mentally prepeared now  simply   httptcorACz8nIFRZ"|"saketkhanna"
"Wed Dec 25 193103 0000 2013"|"RT LambaAlka RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httpt"|"HariAAP"
"Wed Dec 25 193030 0000 2013"|"RTAamAadmiParty AAP is looking for volunteers across the countryCan u devote your spare timeJoin us online at httptcoxeguqeCxL7"|"LambaAlka"
"Wed Dec 25 193026 0000 2013"|"nationalizer roshanhalwai iamnarendranath means diggyleaks will join AamAadmiParty sooner or later"|"girishs2"
"Wed Dec 25 193012 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"aman9763"
"Wed Dec 25 193003 0000 2013"|"RT sujeetsahu53 AamAadmiParty From last 3 years I am hearing AAPAK will end soonBut every end seems to be new beginning Ravish Ku"|"avinashiitd"
"Wed Dec 25 192952 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"RanvirShorey"
"Wed Dec 25 192931 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"lovetelangana"
"Wed Dec 25 192930 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"bharatbuilder"
"Wed Dec 25 192914 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"tapandalai"
"Wed Dec 25 192854 0000 2013"|"AamAadmiParty AapYogendra u should ask for cleaner image volunteer instead of volunteer and also peoples without  aspirations"|"piyushagarwal7"
"Wed Dec 25 192845 0000 2013"|"AamAadmiParty great to see just 26 yrs old becoming a minister Refreshing of the whole political system  Hats off"|"abhinavarvind"
"Wed Dec 25 192833 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"CrestPresscom"
"Wed Dec 25 192832 0000 2013"|"TIL AamAadmiPartys spokesperson is a school senior"|"madnish30"
"Wed Dec 25 192826 0000 2013"|"RT rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia nee"|"akash10219700"
"Wed Dec 25 192757 0000 2013"|"jainpooja What they say about ArvindKejriwal and AamAadmiPartyProud to be a part of this revolution httptcoGBQEMvYcwW aap RT"|"varun84bhatia"
"Wed Dec 25 192715 0000 2013"|"RT rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia nee"|"DeepakAlevoor"
"Wed Dec 25 192705 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"infomubashir"
"Wed Dec 25 192629 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"HarithaHR"
"Wed Dec 25 192617 0000 2013"|"RT rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia nee"|"HariAAP"
"Wed Dec 25 192605 0000 2013"|"RT dna Jairam Ramesh says Congress will not extend blind support to AamAadmiParty httptcoFSqdNIRCx9"|"NPDay"
"Wed Dec 25 192556 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"AKForPM"
"Wed Dec 25 192553 0000 2013"|"rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Rumourdoing round was that Lok Satta is joining NDA with TDP"|"Ishannarang"
"Wed Dec 25 192538 0000 2013"|"So now even BDUTT has become official cheerleader for AamAadmiParty   Poor RaGa  ArvindKejriwal"|"Jaggesh"
"Wed Dec 25 192514 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"rafikhan15"
"Wed Dec 25 192456 0000 2013"|"RT rubenmasc AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia nee"|"AKForPM"
"Wed Dec 25 192455 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"AforAakib"
"Wed Dec 25 192449 0000 2013"|"AAPtivists AamAadmiParty of all politicians why are u targeting Modi who is totally non corrupt What hap to your anti congress agenda"|"Janaki83"
"Wed Dec 25 192448 0000 2013"|"RT chaitanya21 AamAadmiParty  is like sachinrt opponents wants failure country wants success DrKumarVishwas ssttuuttii"|"rupeshshukla5"
"Wed Dec 25 192445 0000 2013"|"RT DilipSReddy Traditional parties will soon accept to engage with clean parties AAP LSP amp NBP to sustain AamAadmiParty LoksattaPar"|"SunilChoudhari"
"Wed Dec 25 192435 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"gauravtyagi711"
"Wed Dec 25 192426 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"khamooshInsaan"
"Wed Dec 25 192412 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"drsanky"
"Wed Dec 25 192349 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"3YrsGovtDiploma"
"Wed Dec 25 192335 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"AapYogendra"
"Wed Dec 25 192311 0000 2013"|"AamAadmiParty first measure step Save women strit light camera on crime spots Its a first task to be done by AAP govt msisodia"|"KripalSChouhan"
"Wed Dec 25 192212 0000 2013"|"AAPtivists AamAadmiParty how can you call yourself patriots when some members of AAP want  to give away Kashmir Swamy39"|"Janaki83"
"Wed Dec 25 192141 0000 2013"|"AKForPM DilipSReddy AamAadmiParty LoksattaParty navbharatorg Im all for a merger between AAP and Lok SattaIndia needs JP amp Arvind"|"rubenmasc"
"Wed Dec 25 192133 0000 2013"|"DilipSReddy AamAadmiParty LoksattaParty navbharatorg more rather all need to promote clean politics"|"prashen"
"Wed Dec 25 192130 0000 2013"|"RT bipuldelhi AamAadmiParty Donation Online 25DEC 522829 It gives immense pleasure to note that 202929 people joined AAP online in last"|"sunnykmr20"
"Wed Dec 25 192058 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"prashen"
"Wed Dec 25 192020 0000 2013"|"RT AamAadmiParty AAP is looking for volunteers across the country Can you devote your spare time Join us online at httptco5sI23Rp"|"achalkumargupta"
"Wed Dec 25 191931 0000 2013"|"RT DilipSReddy 3 parties now sharing the space for clean politics AAP LSP amp NBP A welcome change AamAadmiParty LoksattaParty na"|"Godara11Jai"
